Source,Target,Weight
pericardial effusion body substance,pericardial friction rub,71
pericardial effusion body substance,dyspnea,71
pericardial effusion body substance,cardiomegaly,71
pericardial effusion body substance,hemodynamically stable,71
delirium,hirsutism,71
effusion pericardial,hypokinesia,71
lymphoma,paraparesis,71
endocarditis,breath sounds decreased,71
effusion pericardial,pain,71
effusion pericardial,oliguria,71
effusion pericardial,blackout,71
effusion pericardial,dyspnea,71
effusion pericardial,shortness of breath,71
effusion pericardial,pericardial friction rub,71
endocarditis,hypokinesia,71
endocarditis,hypotension,71
endocarditis,pulsusÂ paradoxus,71
endocarditis,decreased body weight,71
endocarditis,cough,71
colitis,redness,71
personality disorder,bowel sounds decreased,71
mitral valve insufficiency,breech presentation,71
effusion pericardial,sputum purulent,71
effusion pericardial,hypotension,71
effusion pericardial,cardiomegaly,71
effusion pericardial,hemodynamically stable,71
endocarditis,metastatic lesion,71
herniaÂ hiatal,photophobia,71
tachycardia sinus,atypia,71
endocarditis,flare,71
endocarditis,shortness of breath,71
endocarditis,pleuritic pain,71
effusion pericardial,intoxication,71
endocarditis,myalgia,71
endocarditis,apyrexial,71
endocarditis,night sweat,71
endocarditis,thicken,71
pericardial effusion body substance,blackout,71
pericardial effusion body substance,intoxication,71
pericardial effusion body substance,facial paresis,71
pericardial effusion body substance,oliguria,71
pericardial effusion body substance,hypotension,71
pericardial effusion body substance,sputum purulent,71
pericardial effusion body substance,pain,71
effusion pericardial,facial paresis,71
endocarditis,orthopnea,71
endocarditis,abscess bacterial,71
chronic alcoholic intoxication,breath sounds decreased,70
chronic alcoholic intoxication,shortness of breath,70
chronic alcoholic intoxication,panic,70
chronic alcoholic intoxication,unconscious state,70
chronic alcoholic intoxication,feeling hopeless,70
chronic alcoholic intoxication,irritable mood,70
chronic alcoholic intoxication,feeling suicidal,70
chronic alcoholic intoxication,neologism,70
chronic alcoholic intoxication,homelessness,70
chronic alcoholic intoxication,seizure,70
chronic alcoholic intoxication,sleeplessness,70
malignantÂ neoplasms,scar tissue,70
neutropenia,sore to touch,70
carcinoma colon,pain,70
pericardial effusion body substance,general discomfort,70
cholelithiasis,distended abdomen,70
migraine disorders,polymyalgia,70
chronic alcoholic intoxication,tremor,70
chronic alcoholic intoxication,hoard,70
chronic alcoholic intoxication,suicidal,70
chronic alcoholic intoxication,hallucinations auditory,70
personality disorder,paralyse,70
pyelonephritis,seizure,69
primary carcinoma of the liver cells,headache,69
pyelonephritis,anosmia,69
carcinoma of lung,seizure,69
hyperglycemia,lightheadedness,69
personality disorder,cushingoidÂ habitus,69
personality disorder,dysarthria,69
oralÂ candidiasis,ache,69
carcinoma of lung,guaiac positive,69
neuropathy,"hypothermia, natural",69
chronic alcoholic intoxication,night sweat,69
effusion pericardial,rale,69
herniaÂ hiatal,unsteady gait,69
spasm bronchial,egophony,69
emphysema pulmonary,diarrhea,69
malignant neoplasm of lung,tachypnea,69
primary carcinoma of the liver cells,prostate tender,69
influenza,sneeze,68
delirium,suicidal,68
delirium,fever,68
pyelonephritis,distended abdomen,68
spasm bronchial,difficulty,68
influenza,snore,68
influenza,shortness of breath,68
influenza,blackout,68
influenza,distress respiratory,68
pneumothorax,haemoptysis,68
pneumothorax,cardiovascular event,68
pneumothorax,dyspnea,68
pneumothorax,cardiovascular finding,68
pneumothorax,cough,68
influenza,green sputum,68
influenza,extreme exhaustion,68
influenza,headache,68
influenza,pleuritic pain,68
influenza,throat sore,68
influenza,fever,68
hyperbilirubinemia,para 1,68
delirium,loose associations,68
dependence,rale,68
influenza,malaise,68
hyperbilirubinemia,cushingoid facies,68
hyperbilirubinemia,breech presentation,68
hyperbilirubinemia,cushingoidÂ habitus,68
hyperbilirubinemia,cough,68
hyperbilirubinemia,bradycardia,68
delirium,withdraw,68
delirium,hallucinations auditory,68
delirium,sleepy,68
neutropenia,chill,68
neutropenia,oliguria,68
neutropenia,hypocalcemia result,68
neutropenia,monoclonal,68
neutropenia,distress respiratory,68
neutropenia,rhd positive,68
hyperbilirubinemia,tachypnea,68
hyperbilirubinemia,cyanosis,68
neutropenia,snuffle,68
delirium,unsteady gait,68
pneumothorax,agitation,68
pneumothorax,prostatism,68
delirium,unresponsiveness,68
delirium,feeling suicidal,68
delirium,drowsiness,68
delirium,worry,68
neutropenia,transaminitis,68
delirium,diarrhea,68
tonic-clonic seizures,fever,68
malignant neoplasm of lung,headache,68
pericardial effusion body substance,urgency ofÂ micturition,68
neutropenia,splenomegaly,68
influenza,lip smacking,68
influenza,chill,68
neutropenia,cough,68
neutropenia,lesion,68
pneumothorax,hypercapnia,68
influenza,uncoordination,68
hyperbilirubinemia,myalgia,68
influenza,snuffle,68
influenza,symptom aggravating factors,68
glaucoma,underweight,68
melanoma,distended abdomen,68
influenza,debilitation,68
influenza,scleralÂ icterus,68
influenza,dysuria,68
influenza,nasal flaring,68
delirium,hyponatremia,68
delirium,verbally abusive behavior,68
pneumothorax,soft tissue swelling,68
emphysema pulmonary,underweight,67
dependence,tremor,67
primary carcinoma of the liver cells,pustule,67
dependence,agitation,67
dependence,intoxication,67
thrombus,pruritus,67
dependence,suicidal,67
dependence,stuffy nose,67
thrombus,hypokinesia,67
malignantÂ neoplasms,transaminitis,67
thrombus,stool color yellow,67
thrombus,facial paresis,67
thrombus,vomiting,67
thrombus,hemodynamically stable,67
dependence,feeling hopeless,67
dependence,muscle twitch,67
dependence,seizure,67
upper respiratory infection,transaminitis,67
dependence,lethargy,67
dependence,prostatism,67
dependence,homelessness,67
thrombus,sore to touch,67
obesity morbid,superimposition,67
dependence,heavy legs,67
thrombus,hypoalbuminemia,67
thrombus,hypertonicity,67
thrombus,shortness of breath,67
thrombus,anorexia,67
dependence,transaminitis,66
pericardial effusion body substance,headache,66
delirium,hepatomegaly,66
cholecystitis,cardiovascular event,66
cholecystitis,cardiovascular finding,66
influenza,loose associations,66
tonic-clonic epilepsy,guaiac positive,66
chronic alcoholic intoxication,apyrexial,66
cholecystitis,qt interval prolonged,66
cholecystitis,pain,66
cholecystitis,diarrhea,66
cholecystitis,ascites,66
cholecystitis,nausea,66
cholecystitis,pain abdominal,66
cholecystitis,Murphy's sign,66
cholecystitis,moan,66
cholecystitis,abnormally hard consistency,66
cholecystitis,feces in rectum,66
cholecystitis,gasping for breath,66
cholecystitis,constipation,66
cholecystitis,sinus rhythm,66
cholecystitis,groggy,66
cholecystitis,flatulence,66
cholecystitis,colic abdominal,66
malignantÂ neoplasms,sleepy,65
emphysema pulmonary,disequilibrium,65
hemorrhoids,pruritus,65
colitis,productive cough,65
malignant tumor of colon,Stahli's line,64
ketoacidosis diabetic,cushingoid facies,64
neutropenia,drool,64
malignant tumor of colon,photophobia,64
ketoacidosis diabetic,paraparesis,63
Alzheimer's disease,no known drug allergies,63
pericardial effusion body substance,sneeze,63
pyelonephritis,fremitus,63
candidiasis,lethargy,63
obesity morbid,facial paresis,63
candidiasis,posturing,63
chronic alcoholic intoxication,prostatism,62
primary carcinoma of the liver cells,cardiovascular finding,62
aphasia,transaminitis,62
herniaÂ hiatal,mental status changes,62
carcinoma colon,sore to touch,62
pyelonephritis,drowsiness,62
hemorrhoids,flushing,62
thrombus,abdominal bloating,62
effusion pericardial,egophony,62
pericardial effusion body substance,vision blurred,62
delirium,pain abdominal,62
hemorrhoids,photophobia,62
aphasia,consciousness clear,62
chronic alcoholic intoxication,withdraw,62
dependence,lung nodule,62
carcinoma of lung,hypotension,62
malignant neoplasm of lung,pain chest,62
cholelithiasis,palpitation,61
cholelithiasis,diarrhea,61
cholelithiasis,apyrexial,61
herniaÂ hiatal,dyspnea on exertion,61
herniaÂ hiatal,general discomfort,61
herniaÂ hiatal,sore to touch,61
herniaÂ hiatal,fatigability,61
herniaÂ hiatal,hyponatremia,61
herniaÂ hiatal,vomiting,61
herniaÂ hiatal,myalgia,61
malignant neoplasm of lung,feeling suicidal,61
tonic-clonic seizures,diarrhea,61
biliary calculus,apyrexial,61
biliary calculus,palpitation,61
cholelithiasis,pain abdominal,61
cholelithiasis,nausea,61
pancytopenia,colic abdominal,61
cholelithiasis,vomiting,61
cholelithiasis,cushingoidÂ habitus,61
cholelithiasis,ascites,61
cholelithiasis,pain,61
cholelithiasis,cushingoid facies,61
migraine disorders,dizziness,61
migraine disorders,numbness,61
herniaÂ hiatal,guaiac positive,61
herniaÂ hiatal,numbness of hand,61
biliary calculus,diarrhea,61
obesity morbid,agitation,61
spasm bronchial,mass of body structure,61
pancytopenia,cushingoid facies,61
pancytopenia,cushingoidÂ habitus,61
pancytopenia,stool color yellow,61
migraine disorders,nausea,61
migraine disorders,fever,61
cholelithiasis,thicken,61
cholelithiasis,sore to touch,61
pancytopenia,fatigability,61
migraine disorders,splenomegaly,61
pancytopenia,hypoproteinemia,61
herniaÂ hiatal,pain abdominal,61
herniaÂ hiatal,prodrome,61
herniaÂ hiatal,nausea,61
biliary calculus,sore to touch,61
biliary calculus,thicken,61
biliary calculus,cushingoid facies,61
herniaÂ hiatal,asterixis,61
biliary calculus,pain abdominal,61
biliary calculus,nausea,61
spasm bronchial,stuffy nose,61
biliary calculus,vomiting,61
biliary calculus,ascites,61
biliary calculus,cushingoidÂ habitus,61
biliary calculus,pain,61
obesity morbid,night sweat,61
pyelonephritis,urge incontinence,61
herniaÂ hiatal,mass of body structure,61
hemorrhoids,dyspnea,61
pancytopenia,fatigue,61
pancytopenia,haemorrhage,61
herniaÂ hiatal,headache,61
migraine disorders,vomiting,61
migraine disorders,ambidexterity,61
obesity morbid,bedridden,60
carcinoma of lung,spasm,60
chronic alcoholic intoxication,metastatic lesion,60
obesity morbid,spontaneous rupture of membranes,60
cholecystitis,dyspnea on exertion,60
neutropenia,room spinning,60
effusion pericardial,uncoordination,60
influenza,productive cough,60
migraine disorders,agitation,60
primary carcinoma of the liver cells,proteinemia,60
obesity morbid,constipation,60
dependence,red blotches,60
carcinoma of lung,muscle twitch,60
obesity morbid,cushingoid facies,60
personality disorder,decreased body weight,60
oralÂ candidiasis,pain,60
cholecystitis,prostatism,60
herniaÂ hiatal,bedridden,60
pneumothorax,pin-point pupils,59
effusion pericardial,abnormally hard consistency,59
carcinoma of lung,snore,59
hyperbilirubinemia,has religious belief,59
influenza,hallucinations auditory,59
spasm bronchial,absences finding,59
spasm bronchial,cardiovascular event,59
carcinoma colon,behavior hyperactive,59
influenza,numbness,59
effusion pericardial,enuresis,59
endocarditis,leftÂ atrialÂ hypertrophy,59
personality disorder,apyrexial,59
endocarditis,hematocrit decreased,59
dependence,unconscious state,59
neoplasm metastasis,cough,58
respiratory failure,guaiac positive,58
malignant neoplasm of lung,pallor,58
endocarditis,haemorrhage,58
spasm bronchial,hallucinations visual,58
obesity morbid,unconscious state,58
cholecystitis,inappropriate affect,58
kidney disease,pulse absent,58
chronic alcoholic intoxication,rale,58
thrombus,asterixis,58
gastroenteritis,haemorrhage,58
aphasia,hematuria,57
cholecystitis,burning sensation,57
adhesion,pain,57
adhesion,breech presentation,57
adhesion,shortness of breath,57
obesity morbid,swelling,57
adhesion,decreased body weight,57
adhesion,feeling suicidal,57
adhesion,unsteady gait,57
adhesion,large-for-dates fetus,57
endocarditis,polymyalgia,57
neutropenia,suicidal,57
cholecystitis,food intolerance,57
personality disorder,verbally abusive behavior,57
pericardial effusion body substance,hypotonic,57
tachycardia sinus,lesion,57
melanoma,rhonchus,57
adhesion,lung nodule,57
adhesion,immobile,57
adhesion,flatulence,57
adhesion,hallucinations visual,57
adhesion,vomiting,57
adhesion,para 1,57
delirium,incoherent,56
endocarditis,agitation,56
tachycardia sinus,pressure chest,56
tachycardia sinus,scar tissue,56
biliary calculus,night sweat,56
neutropenia,urinary hesitation,56
tachycardia sinus,sweat,56
tachycardia sinus,sweating increased,56
tachycardia sinus,alcohol binge episode,56
tachycardia sinus,leftÂ atrialÂ hypertrophy,56
ileus,abdominal tenderness,56
ileus,nausea,56
ileus,catching breath,56
pneumothorax,scratch marks,56
spasm bronchial,stiffness,56
pericardial effusion body substance,non-productive cough,56
dependence,cardiomegaly,56
tachycardia sinus,vomiting,56
ileus,flatulence,56
ileus,diarrhea,56
ileus,mass of body structure,56
ileus,apyrexial,56
ileus,abscess bacterial,56
tachycardia sinus,pain abdominal,56
ileus,air fluid level,56
ileus,abdomen acute,56
tachycardia sinus,t wave inverted,56
delusion,worry,56
tachycardia sinus,shortness of breath,56
tachycardia sinus,orthostasis,56
tachycardia sinus,cardiovascular finding,56
tachycardia sinus,cardiovascular event,56
delusion,disturbed family,56
ileus,sore to touch,56
delusion,agitation,56
pyelonephritis,feeling hopeless,56
manic disorder,debilitation,56
emphysema pulmonary,fatigue,56
ileus,thicken,56
ileus,gravida 0,56
ileus,constipation,56
delusion,loose associations,56
ileus,pain abdominal,56
delusion,hallucinations auditory,56
delusion,giddy mood,56
delusion,feeling hopeless,56
pyelonephritis,superimposition,56
delusion,suicidal,56
delusion,catatonia,56
delusion,verbally abusive behavior,56
spasm bronchial,guaiac positive,56
delusion,decompensation,56
delusion,irritable mood,56
delusion,impaired cognition,56
delusion,sleeplessness,56
delusion,homicidal thoughts,56
delusion,neologism,56
delusion,terrify,56
hemorrhoids,sleeplessness,56
delusion,weepiness,56
dependence,hypesthesia,56
delusion,blackout,56
cholecystitis,decreased translucency,56
pyelonephritis,asthenia,56
delirium,hemodynamically stable,55
gastroenteritis,hypotension,55
malignant tumor of colon,chill,55
aphasia,night sweat,55
hyperbilirubinemia,numbness,55
ketoacidosis diabetic,hemodynamically stable,55
carcinoma of lung,bleeding of vagina,54
cholecystitis,exhaustion,54
neutropenia,urge incontinence,54
chronic alcoholic intoxication,bradycardia,54
chronic alcoholic intoxication,soft tissue swelling,54
dependence,worry,54
hemorrhoids,withdraw,54
spasm bronchial,yellow sputum,54
tachycardia sinus,cough,53
migraine disorders,colic abdominal,53
biliary calculus,painful swallowing,53
cholecystitis,hypotension,53
chronic alcoholic intoxication,scar tissue,53
personality disorder,spasm,53
ileus,urge incontinence,53
influenza,room spinning,53
hyperbilirubinemia,lesion,53
tonic-clonic epilepsy,hematocrit decreased,53
biliary calculus,stool color yellow,53
influenza,hypotension,52
spasm bronchial,abdominal bloating,52
cholecystitis,lesion,52
malignant neoplasm of lung,poor feeding,52
influenza,oliguria,52
delirium,decreased body weight,52
cholelithiasis,large-for-dates fetus,52
cholelithiasis,fall,52
pneumothorax,decreased translucency,52
primary carcinoma of the liver cells,pansystolic murmur,52
aphasia,disturbed family,52
influenza,achalasia,52
tachycardia sinus,mass of body structure,51
hyperbilirubinemia,fatigability,51
pancytopenia,tenesmus,51
hemorrhoids,sleepy,51
neutropenia,abdominal tenderness,51
effusion pericardial,urinary hesitation,51
pericardial effusion body substance,haemorrhage,51
cholecystitis,has religious belief,51
personality disorder,poor dentition,51
dependence,thicken,51
neutropenia,muscle hypotonia,50
pancytopenia,pain,50
chronic alcoholic intoxication,systolic ejection murmur,50
influenza,prostatism,50
biliary calculus,adverse reaction,50
influenza,frothy sputum,50
cholecystitis,tired,50
hyperbilirubinemia,sweating increased,50
thrombus,night sweat,50
ileus,titubation,50
hyperbilirubinemia,throat sore,50
cholelithiasis,extreme exhaustion,50
ileus,spasm,50
dependence,hemiplegia,50
hyperbilirubinemia,pain,50
neutropenia,soft tissue swelling,50
endocarditis,lung nodule,50
chronic alcoholic intoxication,sputum purulent,50
ileus,muscle hypotonia,49
herniaÂ hiatal,pain,49
pericardial effusion body substance,alcohol binge episode,49
neutropenia,cardiovascular finding,49
pyelonephritis,cardiovascular event,49
pancytopenia,non-productive cough,49
pancytopenia,"hypothermia, natural",49
cholelithiasis,bowel sounds decreased,49
herniaÂ hiatal,"hypothermia, natural",49
biliary calculus,decreased body weight,49
pancytopenia,aphagia,49
pancytopenia,milky,49
influenza,nonsmoker,49
ileus,verbal auditory hallucinations,49
carcinoma of lung,ataxia,48
endocarditis,bleeding of vagina,48
cholecystitis,pleuritic pain,48
cholecystitis,oliguria,48
neutropenia,bradycardia,48
hyperbilirubinemia,nasal discharge present,48
pneumothorax,unhappy,48
influenza,pain,48
herniaÂ hiatal,night sweat,48
cholecystitis,sleepy,48
tachycardia sinus,decreased translucency,48
cholelithiasis,leftÂ atrialÂ hypertrophy,48
effusion pericardial,primigravida,48
ileus,sinus rhythm,48
pneumothorax,hypoalbuminemia,48
herniaÂ hiatal,transaminitis,48
neutropenia,catatonia,48
herniaÂ hiatal,retropulsion,47
tachycardia sinus,pin-point pupils,47
thrombus,verbally abusive behavior,47
pancytopenia,catatonia,47
adhesion,pain abdominal,47
ileus,elation,47
cholelithiasis,hypoalbuminemia,47
cholecystitis,asymptomatic,47
dependence,distended abdomen,47
herniaÂ hiatal,debilitation,47
delusion,pain abdominal,47
tachycardia sinus,worry,47
pericardial effusion body substance,hoarseness,47
endocarditis,homelessness,47
tachycardia sinus,apyrexial,47
chronic alcoholic intoxication,drowsiness,47
influenza,pulsusÂ paradoxus,47
chronic alcoholic intoxication,breech presentation,47
dependence,out of breath,47
ileus,para 1,47
effusion pericardial,hyperemesis,47
tachycardia sinus,sleeplessness,47
herniaÂ hiatal,fever,47
cholecystitis,nausea and vomiting,47
endocarditis,nightmare,47
cholelithiasis,lip smacking,46
adhesion,apyrexial,46
delusion,nausea and vomiting,46
delusion,lip smacking,46
cholelithiasis,awakening early,46
biliary calculus,hallucinations visual,46
adhesion,colic abdominal,46
tachycardia sinus,extreme exhaustion,46
thrombus,weight gain,46
ileus,hematuria,46
adhesion,numbness of hand,46
ileus,hyperkalemia,46
endocarditis,breech presentation,46
dependence,wheelchair bound,46
cholecystitis,cyanosis,46
tachycardia sinus,urge incontinence,46
influenza,flushing,46
thrombus,pain,46
ileus,hyperventilation,45
emphysema pulmonary,patient non compliance,45
affect labile,prostatism,45
delusion,pain,45
cholecystitis,excruciating pain,45
ileus,systolic murmur,45
ileus,haemorrhage,45
affect labile,bedridden,45
affect labile,hallucinations visual,45
affect labile,extreme exhaustion,45
affect labile,enuresis,45
affect labile,sleeplessness,45
affect labile,feeling hopeless,45
adhesion,hydropneumothorax,45
delusion,fatigue,45
delusion,scleralÂ icterus,45
affect labile,patient non compliance,45
cholecystitis,seizure,45
delusion,behavior showing increased motor activity,45
delusion,hyponatremia,45
tachycardia sinus,sleepy,45
hemorrhoids,t wave inverted,45
tachycardia sinus,lightheadedness,45
pericardial effusion body substance,cardiovascular event,45
adhesion,metastatic lesion,44
tachycardia sinus,has religious belief,44
cholelithiasis,choke,44
adhesion,fatigue,44
cholelithiasis,absences finding,44
delusion,hoard,44
neutropenia,ambidexterity,44
herniaÂ hiatal,decreased body weight,44
adhesion,transaminitis,44
delusion,frail,44
thrombus,heme positive,44
tachycardia sinus,decreased body weight,44
ileus,formication,44
pancytopenia,dyspnea,44
ileus,fecaluria,44
herniaÂ hiatal,immobile,44
ileus,flushing,44
pancytopenia,nausea and vomiting,44
adhesion,achalasia,43
adhesion,side pain,43
neutropenia,sleepy,43
adhesion,polymyalgia,43
adhesion,behavior hyperactive,43
adhesion,clonus,43
delusion,prostate tender,43
ileus,nonsmoker,43
delusion,stupor,43
cholelithiasis,hyponatremia,43
delusion,sleepy,43
delusion,cough,43
ileus,decreased body weight,43
delusion,has religious belief,43
ileus,difficulty passing urine,43
adhesion,chest discomfort,43
delusion,debilitation,43
affect labile,tenesmus,43
delusion,weight gain,43
delusion,underweight,42
affect labile,myoclonus,42
affect labile,slowing of urinary stream,42
affect labile,lesion,42
affect labile,colic abdominal,42
delusion,constipation,42
decubitus ulcer,systolic murmur,42
affect labile,oliguria,42
decubitus ulcer,fever,42
decubitus ulcer,frail,42
delusion,dizzy spells,42
delusion,numbness of hand,42
delusion,clammy skin,42
affect labile,ecchymosis,42
affect labile,myalgia,42
delusion,prostatism,42
delusion,passed stones,42
affect labile,unconscious state,42
delusion,lung nodule,42
affect labile,painful swallowing,42
